
Note: No compatibility mode selected!


Circuit: Piezo Microphone Preamplifier

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 501

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
1                                          3.3
piezo                                        0
in                                           0
xu1.int1                                     0
buf1                                         0
ac_coupled                              3.2996
vbias                                   3.2996
fb                                     3.29923
xu2.int1                               36.6248
out                                    36.2915
out_filtered                                 0
e.xu2.egain#branch                 -0.00333222
e.xu1.egain#branch                           0
vpiezo#branch                                0
vdd#branch                         -4.0295e-09

doAnalyses: TRAN:  Timestep too small; time = 3.17546e-06, timestep = 0: cause unrecorded.


run simulation(s) aborted

Warning: command 'plot' is not available during batch simulation, ignored!
    You may use Gnuplot instead.


Warning: command 'plot' is not available during batch simulation, ignored!
    You may use Gnuplot instead.


Warning: command 'plot' is not available during batch simulation, ignored!
    You may use Gnuplot instead.


Warning: command 'plot' is not available during batch simulation, ignored!
    You may use Gnuplot instead.

                         Piezo Microphone Preamplifier
                         Transient Analysis  Mon May 26 14:24:11  2025
--------------------------------------------------------------------------------
Index   time            v(vbias)        
--------------------------------------------------------------------------------
34	5.601105e-07	-2.82694e+47	
35	5.822662e-07	8.542372e+49	
36	6.044492e-07	-2.17571e+52	
37	6.266561e-07	4.875445e+54	
38	6.488837e-07	-9.89134e+56	
39	6.711293e-07	1.854148e+59	
40	6.933906e-07	-3.25993e+61	
41	7.156656e-07	5.437864e+63	
42	7.379526e-07	-8.68361e+65	
43	7.602499e-07	1.336979e+68	
44	7.825562e-07	-1.99622e+70	
45	8.048705e-07	2.904030e+72	
46	8.271915e-07	-4.13233e+74	
47	8.495186e-07	5.770317e+76	
48	8.718508e-07	-7.92858e+78	
49	8.941876e-07	1.074429e+81	
50	9.165284e-07	-1.43876e+83	
51	9.388725e-07	1.906978e+85	
52	9.612197e-07	-2.50529e+87	
53	9.835695e-07	3.266263e+89	
54	1.005922e-06	-4.23030e+91	

Index   time            v(vbias)        
--------------------------------------------------------------------------------
55	1.028276e-06	5.447587e+93	
56	1.050631e-06	-6.98043e+95	
57	1.072989e-06	8.906173e+97	
58	1.095347e-06	-1.13208e+100	
59	1.117707e-06	1.434358e+102	
60	1.140068e-06	-1.81223e+104	
61	1.162429e-06	2.284059e+106	
62	1.184792e-06	-2.87261e+108	
63	1.207155e-06	3.606141e+110	
64	1.229518e-06	-4.51970e+112	
65	1.251882e-06	5.656780e+114	
66	1.274247e-06	-7.07130e+116	
67	1.296612e-06	8.830176e+118	
68	1.318977e-06	-1.10164e+121	
69	1.341342e-06	1.373278e+123	
70	1.363708e-06	-1.71070e+125	
71	1.386074e-06	2.129741e+127	
72	1.408440e-06	-2.65001e+129	
73	1.430807e-06	3.295862e+131	
74	1.453173e-06	-4.09746e+133	
75	1.475540e-06	5.092241e+135	
76	1.497907e-06	-6.32660e+137	
77	1.520273e-06	7.858074e+139	
78	1.542640e-06	-9.75801e+141	
79	1.565007e-06	1.211488e+144	
80	1.587374e-06	-1.50384e+146	
81	1.609741e-06	1.866444e+148	
82	1.632108e-06	-2.31618e+150	
83	1.654476e-06	2.873942e+152	
84	1.676843e-06	-3.56566e+154	
85	1.699210e-06	4.423482e+156	
86	1.721577e-06	-5.48725e+158	
87	1.743945e-06	6.806383e+160	
88	1.766312e-06	-8.44214e+162	
89	1.788679e-06	1.047048e+165	
90	1.811047e-06	-1.29856e+167	
91	1.833414e-06	1.610421e+169	
92	1.855782e-06	-1.99711e+171	
93	1.878149e-06	2.476587e+173	
94	1.900516e-06	-3.07109e+175	
95	1.922884e-06	3.808230e+177	
96	1.945251e-06	-4.72220e+179	
97	1.967619e-06	5.855431e+181	
98	1.989986e-06	-7.26050e+183	
99	2.012353e-06	9.002619e+185	
100	2.034721e-06	-1.11626e+188	
101	2.057088e-06	1.384074e+190	
102	2.079456e-06	-1.71612e+192	
103	2.101823e-06	2.127821e+194	
104	2.124191e-06	-2.63827e+196	
105	2.146558e-06	3.271143e+198	
106	2.168926e-06	-4.05582e+200	
107	2.191293e-06	5.028696e+202	
108	2.213660e-06	-6.23492e+204	
109	2.236028e-06	7.730451e+206	
110	2.258395e-06	-9.58468e+208	
111	2.280763e-06	1.188364e+211	
112	2.303130e-06	-1.47340e+213	

Index   time            v(vbias)        
--------------------------------------------------------------------------------
113	2.325498e-06	1.826796e+215	
114	2.347865e-06	-2.26495e+217	
115	2.370233e-06	2.808200e+219	
116	2.392600e-06	-3.48174e+221	
117	2.414968e-06	4.316819e+223	
118	2.437335e-06	-5.35218e+225	
119	2.459703e-06	6.635871e+227	
120	2.482070e-06	-8.22744e+229	
121	2.504437e-06	1.020072e+232	
122	2.526805e-06	-1.26473e+234	
123	2.549172e-06	1.568060e+236	
124	2.571540e-06	-1.94414e+238	
125	2.593907e-06	2.410427e+240	
126	2.616275e-06	-2.98854e+242	
127	2.638642e-06	3.705311e+244	
128	2.661010e-06	-4.59399e+246	
129	2.683377e-06	5.695804e+248	
130	2.705745e-06	-7.06187e+250	
131	2.728112e-06	8.755581e+252	
132	2.750480e-06	-1.08555e+255	
133	2.772847e-06	1.345906e+257	
134	2.795215e-06	-1.66870e+259	
135	2.817582e-06	2.068923e+261	
136	2.839949e-06	-2.56513e+263	
137	2.862317e-06	3.180341e+265	
138	2.884684e-06	-3.94310e+267	
139	2.907052e-06	4.888808e+269	
140	2.929419e-06	-6.06133e+271	
141	2.951787e-06	7.515055e+273	
142	2.974154e-06	-9.31744e+275	
143	2.996522e-06	1.155211e+278	
144	3.018889e-06	-1.43227e+280	
145	3.041257e-06	1.775785e+282	
146	3.063624e-06	-2.20168e+284	
147	3.085992e-06	2.729729e+286	
148	3.108359e-06	-3.38442e+288	
149	3.130727e-06	4.196127e+290	
150	3.153094e-06	-5.20251e+292	
151	3.175461e-06	6.450267e+294	
152	3.175461e-06	6.462535e+294	
Note: No ".plot", ".print", or ".fourier" lines; no simulations run
